geo,Municipio,Porcentaje,Año
15131,Caldas,67.61,2025
15135,Campohermoso,96.54,2021
15135,Campohermoso,100,2022
15135,Campohermoso,100,2023
15135,Campohermoso,100,2024
15135,Campohermoso,100,2025
15162,Cerinza,97.7,2020
15162,Cerinza,98.51,2021
15162,Cerinza,98.51,2022
15162,Cerinza,99.84,2023
15162,Cerinza,99.84,2024
15162,Cerinza,99.84,2025
15172,Chinavita,100,2020
15172,Chinavita,100,2021
15172,Chinavita,100,2022
15172,Chinavita,100,2023
15172,Chinavita,100,2025
15176,Chiquinquirá,94.79,2020
15176,Chiquinquirá,94.79,2021
15176,Chiquinquirá,94.77,2022
15176,Chiquinquirá,94.78,2023
15176,Chiquinquirá,67.47,2024
15176,Chiquinquirá,67.47,2025
15180,Chiscas,100,2020
15180,Chiscas,100,2021
15180,Chiscas,100,2022
15180,Chiscas,100,2023
15180,Chiscas,100,2024
15180,Chiscas,100,2025
15183,Chita,100,2020
15183,Chita,100,2021
15183,Chita,100,2022
15183,Chita,100,2023
15183,Chita,100,2024
15183,Chita,100,2025
15185,Chitaraque,100,2020
15185,Chitaraque,94.9,2021
15185,Chitaraque,94.9,2022
15185,Chitaraque,100,2023
15185,Chitaraque,100,2024
15185,Chitaraque,100,2025
15187,Chivatá,30.4,2020
15187,Chivatá,100,2021
15187,Chivatá,100,2022
15187,Chivatá,100,2023
15187,Chivatá,100,2024
15189,Ciénega,99.2,2020
15189,Ciénega,99.2,2021
15189,Ciénega,99.87,2022
15189,Ciénega,100,2023
15189,Ciénega,63.53,2025
15204,Combita,71.99,2020
15204,Combita,71.99,2021
15204,Combita,65.67,2022
15204,Combita,82.14,2023
15204,Combita,82.14,2024
15204,Combita,100,2025
15212,Coper,100,2021
15212,Coper,46.28,2022
15212,Coper,100,2023
15212,Coper,99.21,2024
15212,Coper,99.21,2025
15215,Corrales,100,2020
15215,Corrales,100,2021
15215,Corrales,100,2022
15215,Corrales,100,2023
15215,Corrales,98.14,2024
15215,Corrales,83.81,2025
15218,Covarachia,100,2022
15218,Covarachia,100,2023
15218,Covarachia,100,2024
15218,Covarachia,98.6,2025
15223,Cubará,100,2020
15223,Cubará,100,2021
15223,Cubará,100,2022
15223,Cubará,100,2023
15223,Cubará,100,2024
15223,Cubará,100,2025
15224,Cucaita,98.5,2020
15224,Cucaita,75.22,2021
15224,Cucaita,98.88,2022
15224,Cucaita,100,2023
15224,Cucaita,100,2024
15224,Cucaita,100,2025
15226,Cuìtiva,100,2020
15226,Cuìtiva,100,2021
15226,Cuìtiva,100,2022
15226,Cuìtiva,100,2023
15226,Cuìtiva,100,2024
15226,Cuìtiva,100,2025
15232,Chíquiza,100,2020
15232,Chíquiza,62.07,2021
15232,Chíquiza,62.07,2022
15232,Chíquiza,76.32,2023
15232,Chíquiza,66.67,2024
15232,Chíquiza,74.44,2025
15236,Chivor,69.18,2020
15236,Chivor,53.88,2021
15236,Chivor,87.82,2022
15236,Chivor,89.73,2023
15236,Chivor,81.76,2024
15236,Chivor,100,2025
15238,Duitama,98.36,2020
15238,Duitama,98.34,2021
15238,Duitama,98.42,2022
15238,Duitama,98.32,2023
15238,Duitama,95.49,2024
15238,Duitama,66.1,2025
15244,El Cocuy,90.31,2020
15244,El Cocuy,100,2021
15244,El Cocuy,85.46,2022
15244,El Cocuy,98.51,2023
15244,El Cocuy,98.37,2024
15244,El Cocuy,98.96,2025
15248,El Espino,100,2020
15248,El Espino,100,2021
15248,El Espino,100,2022
15248,El Espino,100,2023
15248,El Espino,100,2024
15248,El Espino,100,2025
15272,Firavitoba,73.29,2020
15272,Firavitoba,73.82,2021
15272,Firavitoba,76.13,2022
15272,Firavitoba,100,2023
15272,Firavitoba,100,2024
15272,Firavitoba,100,2025
15276,Floresta,100,2020
15276,Floresta,100,2021
15276,Floresta,100,2022
15276,Floresta,100,2023
15276,Floresta,100,2024
15276,Floresta,100,2025
15293,Gachantivá,95.31,2020
15293,Gachantivá,100,2021
15293,Gachantivá,100,2022
15293,Gachantivá,100,2023
15293,Gachantivá,100,2024
15293,Gachantivá,100,2025
15296,Gameza,100,2020
15296,Gameza,100,2021
15296,Gameza,100,2022
15296,Gameza,99.84,2023
15296,Gameza,99.84,2024
15296,Gameza,99.84,2025
15299,Garagoa,100,2020
15299,Garagoa,63.78,2021
15299,Garagoa,99.28,2022
15299,Garagoa,100,2023
15299,Garagoa,100,2024
15299,Garagoa,100,2025
15317,Guacamayas,100,2020
15317,Guacamayas,100,2021
15317,Guacamayas,100,2022
15317,Guacamayas,100,2023
15317,Guacamayas,100,2024
15317,Guacamayas,84.44,2025
15322,Guateque,92.94,2020
15322,Guateque,92.91,2021
15322,Guateque,92.86,2022
15322,Guateque,92.95,2023
15322,Guateque,92.95,2024
15322,Guateque,93.04,2025
15325,Guayatá,62.88,2020
15325,Guayatá,63.31,2021
15325,Guayatá,63.31,2022
15325,Guayatá,63.79,2023
15325,Guayatá,63.71,2024
15325,Guayatá,82.8,2025
15332,Güicán,98.7,2020
15332,Güicán,98.7,2021
15332,Güicán,98.7,2022
15332,Güicán,99.69,2023
15332,Güicán,58.72,2024
15332,Güicán,58.87,2025
15362,Iza,95.29,2021
15362,Iza,95.29,2022
15362,Iza,95.29,2024
15362,Iza,95.29,2025
15367,Jenesano,100,2020
15367,Jenesano,100,2021
15367,Jenesano,99.88,2022
15367,Jenesano,99.88,2023
15367,Jenesano,99.88,2024
15367,Jenesano,99.88,2025
15368,Jericó,100,2020
15368,Jericó,100,2021
15368,Jericó,95.04,2022
15368,Jericó,100,2023
15368,Jericó,100,2024
15368,Jericó,100,2025
15377,Labranza Grande,76.13,2020
15377,Labranza Grande,76.13,2021
15377,Labranza Grande,76.13,2022
15377,Labranza Grande,99.57,2023
15377,Labranza Grande,99.57,2024
15377,Labranza Grande,99.58,2025
15380,La Capilla,100,2020
15380,La Capilla,100,2021
15380,La Capilla,100,2022
15380,La Capilla,100,2023
15380,La Capilla,100,2024
15380,La Capilla,100,2025
15401,La Victoria,100,2020
15401,La Victoria,100,2021
15401,La Victoria,100,2022
15401,La Victoria,59.65,2023
15401,La Victoria,56.14,2024
15401,La Victoria,83.08,2025
15403,La Uvita,99.68,2020
15403,La Uvita,97.76,2021
15403,La Uvita,97.76,2022
15403,La Uvita,100,2024
15403,La Uvita,100,2025
15407,Villa De Leyva,88.59,2020
15407,Villa De Leyva,89.1,2021
15407,Villa De Leyva,89.1,2022
15407,Villa De Leyva,54.57,2023
15407,Villa De Leyva,71.51,2024
15425,Macanal,88.63,2020
15425,Macanal,97.46,2021
15425,Macanal,95.79,2022
15425,Macanal,97.24,2024
15425,Macanal,97.92,2025
15442,Maripí,97.04,2020
15442,Maripí,98.05,2021
15442,Maripí,99.61,2022
15442,Maripí,95.82,2023
15442,Maripí,95.82,2024
15442,Maripí,72.78,2025
15455,Miraflores,89.81,2020
15455,Miraflores,90.76,2021
15455,Miraflores,91.27,2022
15455,Miraflores,91.27,2023
15455,Miraflores,91.46,2024
15455,Miraflores,91.49,2025
15464,Mongua,100,2020
15464,Mongua,98.77,2021
15464,Mongua,100,2022
15464,Mongua,100,2023
15464,Mongua,100,2024
15464,Mongua,100,2025
15466,Monguì,50.46,2020
15466,Monguì,50.46,2021
15466,Monguì,59.19,2022
15466,Monguì,59.19,2023
15466,Monguì,59.19,2024
15466,Monguì,59.19,2025
15469,Moniquira,99.51,2020
15469,Moniquira,99.66,2021
15469,Moniquira,99.66,2022
15469,Moniquira,99.66,2023
15469,Moniquira,99.66,2024
15469,Moniquira,99.66,2025
15476,Motavita,73.63,2020
15476,Motavita,41.64,2021
15476,Motavita,100,2022
15476,Motavita,47.39,2023
15476,Motavita,100,2024
15476,Motavita,47.39,2025
15480,Muzo,93.7,2020
15480,Muzo,89.4,2021
15480,Muzo,90.11,2022
15480,Muzo,100,2023
15480,Muzo,100,2024
15480,Muzo,100,2025
15491,Nobsa,60.62,2020
15491,Nobsa,60.62,2021
15491,Nobsa,60.62,2022
15491,Nobsa,99.43,2023
15491,Nobsa,99.34,2025
15494,Nuevo Colón,66.2,2020
15494,Nuevo Colón,93.63,2021
15494,Nuevo Colón,93.8,2022
15494,Nuevo Colón,93.85,2023
15494,Nuevo Colón,93.64,2024
15494,Nuevo Colón,96.98,2025
15500,Oicata,54.34,2020
15500,Oicata,92.09,2021
15500,Oicata,93.01,2022
15500,Oicata,80.11,2023
15500,Oicata,80.11,2024
15507,Otanche,98.4,2020
15507,Otanche,98.61,2021
15507,Otanche,98.61,2022
15507,Otanche,98.61,2023
15507,Otanche,98.64,2024
15507,Otanche,98.7,2025
15511,Pachavita,95.89,2020
15511,Pachavita,97.41,2021
15511,Pachavita,100,2022
15511,Pachavita,71.29,2023
15511,Pachavita,72.9,2024
15511,Pachavita,81.42,2025
15514,Páez,100,2020
15514,Páez,100,2021
15514,Páez,100,2022
15514,Páez,100,2023
15514,Páez,100,2024
15514,Páez,100,2025
15516,Paipa,96.44,2020
15516,Paipa,96.44,2021
15516,Paipa,96.44,2022
15518,Pajarito,100,2020
15518,Pajarito,100,2021
15518,Pajarito,100,2022
15518,Pajarito,68.8,2023
15518,Pajarito,99.76,2024
15518,Pajarito,99.76,2025
15522,Panqueba,100,2020
15522,Panqueba,100,2021
15522,Panqueba,100,2022
15522,Panqueba,100,2023
15522,Panqueba,100,2024
15522,Panqueba,100,2025
15531,Pauna,96.95,2020
15531,Pauna,54.67,2021
15531,Pauna,100,2022
15531,Pauna,100,2023
15531,Pauna,100,2024
15531,Pauna,100,2025
15533,Paya,100,2020
15533,Paya,100,2021
15533,Paya,100,2022
15533,Paya,96.97,2023
15533,Paya,96.97,2024
15533,Paya,98.82,2025
15537,Paz De Río,86.55,2020
15537,Paz De Río,86.55,2021
15537,Paz De Río,86.55,2022
15537,Paz De Río,86.55,2023
15537,Paz De Río,86.55,2024
15537,Paz De Río,83.72,2025
15542,Pesca,81.94,2020
15542,Pesca,81.77,2021
15542,Pesca,99.24,2022
15542,Pesca,99.75,2023
15542,Pesca,100,2024
15542,Pesca,100,2025
15550,Pisba,100,2020
15550,Pisba,100,2021
15550,Pisba,100,2022
15550,Pisba,100,2023
15550,Pisba,100,2024
15550,Pisba,100,2025
15572,Puerto Boyacá,100,2020
15572,Puerto Boyacá,100,2021
15572,Puerto Boyacá,100,2022
15572,Puerto Boyacá,99.55,2023
15572,Puerto Boyacá,99.47,2024
15572,Puerto Boyacá,99.67,2025
15580,Quípama,99.74,2020
15580,Quípama,91.59,2021
15580,Quípama,91.59,2022
15580,Quípama,100,2023
15580,Quípama,100,2024
15580,Quípama,100,2025
15599,Ramiriquí,24.5,2020
15599,Ramiriquí,24.81,2021
15599,Ramiriquí,24.81,2022
15599,Ramiriquí,24.81,2023
15599,Ramiriquí,100,2024
15599,Ramiriquí,100,2025
15600,Ráquira,85.43,2020
15600,Ráquira,92.87,2021
15600,Ráquira,94.86,2022
15600,Ráquira,75.67,2023
15600,Ráquira,75.67,2024
15600,Ráquira,75.67,2025
15621,Rondón,100,2020
15621,Rondón,99.39,2021
15621,Rondón,99.39,2022
15621,Rondón,99.69,2023
15621,Rondón,99.45,2024
15621,Rondón,99.45,2025
15632,Saboyá,97.38,2020
15632,Saboyá,100,2021
15632,Saboyá,100,2022
15632,Saboyá,100,2023
15632,Saboyá,100,2024
15632,Saboyá,100,2025
15638,Sáchica,98.86,2020
15638,Sáchica,98.86,2021
15638,Sáchica,98.19,2022
15638,Sáchica,98.97,2023
15638,Sáchica,98.83,2024
15638,Sáchica,98.83,2025
15646,Samacá,87.6,2020
15646,Samacá,100,2021
15646,Samacá,91.61,2022
15646,Samacá,87.6,2023
15646,Samacá,91.61,2024
15646,Samacá,91.61,2025
15660,San Eduardo,91.43,2020
15660,San Eduardo,93.33,2021
15660,San Eduardo,93.41,2022
15660,San Eduardo,100,2025
15664,San José De Pare,100,2020
15664,San José De Pare,99.67,2021
15664,San José De Pare,99.67,2022
15664,San José De Pare,99.67,2023
15664,San José De Pare,99.67,2024
15667,San Luis De Gaceno,78.06,2020
15667,San Luis De Gaceno,100,2021
15667,San Luis De Gaceno,78.06,2022
15667,San Luis De Gaceno,78.06,2023
15667,San Luis De Gaceno,78.06,2024
15667,San Luis De Gaceno,78.06,2025
15673,San Mateo,100,2022
15673,San Mateo,100,2023
15673,San Mateo,100,2024
15673,San Mateo,100,2025
15676,San Miguel De Sema,100,2020
15676,San Miguel De Sema,100,2021
15676,San Miguel De Sema,100,2022
15676,San Miguel De Sema,99.72,2023
15676,San Miguel De Sema,100,2024
15676,San Miguel De Sema,100,2025
15681,San Pablo De Borbur,98.86,2020
15681,San Pablo De Borbur,98.86,2021
15681,San Pablo De Borbur,65.95,2022
15681,San Pablo De Borbur,65.56,2023
15681,San Pablo De Borbur,73.43,2024
15681,San Pablo De Borbur,73.43,2025
15686,Santana,100,2020
15686,Santana,100,2021
15686,Santana,78.79,2022
15686,Santana,27.1,2023
15686,Santana,100,2024
15686,Santana,100,2025
15690,Santa María,91.97,2020
15690,Santa María,91.97,2021
15690,Santa María,98.41,2022
15690,Santa María,98.19,2023
15690,Santa María,98.19,2024
15690,Santa María,99.14,2025
15693,Santa Rosa De Viterbo,97.31,2020
15693,Santa Rosa De Viterbo,97.32,2021
15693,Santa Rosa De Viterbo,98.26,2022
15693,Santa Rosa De Viterbo,98.26,2023
15693,Santa Rosa De Viterbo,98.26,2024
15693,Santa Rosa De Viterbo,98.26,2025
15696,Santa Sofía,91.04,2020
15696,Santa Sofía,91.04,2021
15696,Santa Sofía,97.96,2022
15696,Santa Sofía,97.96,2023
15696,Santa Sofía,97.96,2024
15696,Santa Sofía,99.09,2025
15720,Sativanorte,74.16,2020
15720,Sativanorte,100,2021
15720,Sativanorte,100,2022
15720,Sativanorte,100,2023
15720,Sativanorte,100,2024
15720,Sativanorte,100,2025
15723,Sativasur,86.14,2020
15723,Sativasur,86.14,2021
15723,Sativasur,86.14,2022
15723,Sativasur,87.13,2023
15723,Sativasur,87.13,2024
15723,Sativasur,87.13,2025
15740,Siachoque,82.68,2020
15740,Siachoque,83,2021
15740,Siachoque,83.2,2022
15740,Siachoque,0,2023
15740,Siachoque,0,2024
15740,Siachoque,100,2025
15753,Soatá,68.83,2021
15753,Soatá,71.63,2022
15753,Soatá,98.81,2023
15753,Soatá,100,2024
15753,Soatá,100,2025
15755,Socotá,100,2020
15755,Socotá,100,2021
15755,Socotá,100,2022
15755,Socotá,81.84,2023
15755,Socotá,80.23,2024
15755,Socotá,96.77,2025
15757,Socha,91.8,2020
15757,Socha,100,2021
15757,Socha,100,2022
15757,Socha,100,2023
15757,Socha,100,2024
15757,Socha,100,2025
15759,Sogamoso,67.66,2020
15759,Sogamoso,99.98,2021
15759,Sogamoso,85.02,2022
15759,Sogamoso,55.39,2023
15759,Sogamoso,70.68,2024
15759,Sogamoso,61.08,2025
15761,Somondoco,100,2020
15761,Somondoco,100,2021
15761,Somondoco,99.7,2022
15761,Somondoco,99.7,2023
15761,Somondoco,99.7,2024
15761,Somondoco,99.7,2025
15762,Sora,58.44,2020
15762,Sora,59.16,2021
15762,Sora,58.63,2022
15762,Sora,68.73,2023
15762,Sora,76.22,2024
15762,Sora,76.22,2025
15763,Sotaquirá,100,2020
15763,Sotaquirá,100,2021
15763,Sotaquirá,100,2022
15763,Sotaquirá,100,2023
15763,Sotaquirá,100,2024
15763,Sotaquirá,100,2025
15764,Soracá,83.33,2020
15764,Soracá,83.99,2021
15764,Soracá,83.99,2022
15764,Soracá,85.58,2023
15764,Soracá,20.04,2024
15764,Soracá,100,2025
15774,Susacón,100,2020
15774,Susacón,100,2021
15774,Susacón,100,2022
15774,Susacón,100,2023
15774,Susacón,100,2024
15774,Susacón,100,2025
15776,Sutamarchàn,97.77,2020
15776,Sutamarchàn,97.77,2021
15776,Sutamarchàn,100,2022
15776,Sutamarchàn,0,2023
15776,Sutamarchàn,100,2024
15776,Sutamarchàn,100,2025
15778,Sutatenza,100,2021
15778,Sutatenza,100,2022
15778,Sutatenza,100,2023
15778,Sutatenza,100,2024
15778,Sutatenza,100,2025
15790,Tasco,73.84,2020
15790,Tasco,100,2021
15790,Tasco,100,2022
15790,Tasco,100,2023
15790,Tasco,100,2024
15798,Tenza,97.03,2020
15798,Tenza,97.03,2021
15798,Tenza,95.93,2022
15798,Tenza,97.03,2023
15798,Tenza,96.9,2024
15798,Tenza,99.58,2025
15804,Tibana,100,2020
15804,Tibana,100,2021
15804,Tibana,100,2022
15804,Tibana,100,2023
15804,Tibana,100,2024
15804,Tibana,100,2025
15806,Tibasosa,100,2020
15806,Tibasosa,100,2021
15806,Tibasosa,100,2022
15806,Tibasosa,100,2023
15806,Tibasosa,100,2024
15806,Tibasosa,100,2025
15808,Tinjacá,96.83,2020
15808,Tinjacá,96.83,2021
15808,Tinjacá,96.83,2022
15808,Tinjacá,96.83,2024
15808,Tinjacá,96.83,2025
15810,Tipacoque,99.77,2020
15810,Tipacoque,99.77,2021
15810,Tipacoque,99.77,2022
15810,Tipacoque,89.61,2023
15810,Tipacoque,79.58,2024
15810,Tipacoque,97.66,2025
15814,Toca,97.8,2020
15814,Toca,97.77,2021
15814,Toca,97.67,2022
15814,Toca,97.55,2023
15814,Toca,97.5,2024
15814,Toca,97.46,2025
15816,Togüí,81.28,2020
15816,Togüí,81.38,2021
15816,Togüí,81.48,2022
15816,Togüí,81.48,2023
15816,Togüí,81.48,2024
15816,Togüí,81.48,2025
15820,Tópaga,100,2020
15820,Tópaga,94.93,2021
15820,Tópaga,94.93,2022
15820,Tópaga,100,2023
15820,Tópaga,100,2024
15820,Tópaga,100,2025
15822,Tota,88.55,2020
15822,Tota,100,2021
15822,Tota,99.33,2022
15822,Tota,100,2023
15822,Tota,99.33,2024
15822,Tota,19.88,2025
15832,Tununguá,100,2020
15832,Tununguá,95.12,2021
15832,Tununguá,95.12,2022
15832,Tununguá,86.11,2023
15832,Tununguá,100,2024
15832,Tununguá,100,2025
15835,Turmequé,100,2020
15835,Turmequé,100,2021
15835,Turmequé,90.71,2022
15835,Turmequé,96.8,2023
15835,Turmequé,96.67,2024
15835,Turmequé,96.67,2025
15837,Tuta,97.86,2020
15837,Tuta,97.86,2021
15837,Tuta,97.87,2022
15837,Tuta,87.78,2023
15837,Tuta,66.23,2024
15837,Tuta,65.94,2025
15839,Tutazá,100,2020
15839,Tutazá,100,2021
15839,Tutazá,100,2022
15839,Tutazá,100,2023
15839,Tutazá,100,2024
15839,Tutazá,100,2025
15842,Umbita,98.88,2020
15842,Umbita,99.6,2021
15842,Umbita,99.59,2022
15842,Umbita,99.59,2023
15842,Umbita,99.59,2024
15842,Umbita,99.59,2025
15861,Ventaquemada,49.41,2020
15861,Ventaquemada,100,2021
15861,Ventaquemada,100,2022
15861,Ventaquemada,100,2023
15861,Ventaquemada,100,2024
15861,Ventaquemada,100,2025
15879,Viracachá,100,2020
15879,Viracachá,100,2021
15879,Viracachá,100,2022
15879,Viracachá,100,2023
15879,Viracachá,100,2024
15879,Viracachá,100,2025
15897,Zetaquirá,100,2020
15897,Zetaquirá,95.27,2021
15897,Zetaquirá,100,2022
15897,Zetaquirá,100,2023
15897,Zetaquirá,100,2024
15897,Zetaquirá,100,2025
